0	0.156289	0.302811	C4	64	80	0	1	[1]	60	35.0
1	0.312579	0.4591	D4	64	80	0	2	[2]	62	36.0
2	0.468869	0.61539	E4	64	80	0	3	[3]	64	37.0
3	0.625158	0.771679	F4	64	80	0	4	[4]	65	38.0
4	0.781447	0.927969	D4	64	80	0	2	[2]	62	36.0
5	0.937737	1.08426	E4	64	80	0	3	[3]	64	37.0
6	1.09403	1.24055	C4	64	80	0	1	[1]	60	35.0
7	1.25032	1.54397	G4	64	80	0	5	[4, 1]	67	39.0
8	1.40661	1.55313	C3	64	80	1	-4	[5]	48	28.0
9	1.56289	1.85655	C5	64	80	0	4	[4]	72	42.0
10	1.56289	1.70942	D3	64	80	1	-3	[4]	50	29.0
11	1.71918	1.86571	E3	64	80	1	-2	[3]	52	30.0
12	1.87547	1.94873	C5	64	80	0	3	[3]	72	42.0
13	1.87547	2.022	F3	64	80	1	-1	[2]	53	31.0
14	1.95362	2.02688	B4	64	80	0	2	[2]	71	41.0
15	2.03176	2.10502	C5	64	80	0	3	[3]	72	42.0
15	2.10502	2.17828	B4	64	80	0	2	[2]	71	41.0
16	2.03176	2.17828	D3	64	80	1	-3	[4]	50	29.0
17	2.18805	2.48171	C5	64	80	0	3	[3]	72	42.0
18	2.18805	2.33457	E3	64	80	1	-2	[3]	52	30.0
19	2.34434	2.49086	C3	64	80	1	-4	[5]	48	28.0
20	2.50063	2.64715	D5	64	80	0	4	[5]	74	43.0
21	2.50063	2.79429	G3	64	80	1	-1	[1]	55	32.0
22	2.65692	2.80344	G4	64	80	0	1	[1]	67	39.0
23	2.81321	2.95973	A4	64	80	0	2	[2]	69	40.0
24	2.81321	3.10686	G2	64	80	1	-5	[5]	43	25.0
25	2.9695	3.11602	B4	64	80	0	3	[3]	71	41.0
26	3.12579	3.27231	C5	64	80	0	4	[4]	72	42.0
27	3.28208	3.4286	A4	64	80	0	2	[2]	69	40.0
28	3.43837	3.58489	B4	64	80	0	3	[3]	71	41.0
29	3.59466	3.74118	G4	64	80	0	1	[1]	67	39.0
30	3.75095	4.0446	D5	64	80	0	5	[4, 1]	74	43.0
31	3.90724	4.05376	G3	64	80	1	-4	[5]	55	32.0
32	4.06353	4.35718	G5	64	80	0	4	[4]	79	46.0
33	4.06353	4.21005	A3	64	80	1	-3	[4]	57	33.0
34	4.21982	4.36634	B3	64	80	1	-2	[3]	59	34.0
35	4.37611	4.44937	G5	64	80	0	3	[3]	79	46.0
36	4.37611	4.52263	C4	64	80	1	-1	[2]	60	35.0
37	4.45425	4.52751	F5	64	80	0	2	[2]	77	45.0
38	4.5324	4.60566	G5	64	80	0	3	[3]	79	46.0
38	4.60566	4.67892	F5	64	80	0	2	[2]	77	45.0
39	4.5324	4.67892	A3	64	80	1	-3	[4]	57	33.0
40	4.68868	4.98234	G5	64	80	0	3	[4]	79	46.0
41	4.68868	4.83521	B3	64	80	1	-2	[3]	59	34.0
42	4.84497	4.9915	G3	64	80	1	-4	[5]	55	32.0
43	5.00126	5.14779	E5	64	80	0	1	[2]	76	44.0
44	5.00126	5.29492	C4	64	80	1	-1	[3]	60	35.0
45	5.15755	5.30407	A5	64	80	0	4	[5]	81	47.0
46	5.31384	5.46036	G5	64	80	0	3	[4]	79	46.0
47	5.31384	5.6075	B3	64	80	1	-4	[4]	59	34.0
48	5.47013	5.61665	F5	64	80	0	2	[3]	77	45.0
49	5.62642	5.77294	E5	64	80	0	1	[2]	76	44.0
50	5.62642	5.92008	C4	64	80	1	-3	[3]	60	35.0
51	5.78271	5.92923	G5	64	80	0	3	[4]	79	46.0
52	5.939	6.08552	F5	64	80	0	2	[3]	77	45.0
53	5.939	6.23265	D4	64	80	1	-2	[2]	62	36.0
54	6.09529	6.24181	A5	64	80	0	4	[5]	81	47.0
55	6.25158	6.3981	G5	64	80	0	3	[4]	79	46.0
56	6.25158	6.54523	E4	64	80	1	-1	[1]	64	37.0
57	6.40787	6.55439	F5	64	80	0	2	[3]	77	45.0
58	6.56416	6.71068	E5	64	80	0	1	[2]	76	44.0
59	6.56416	6.85781	G3	64	80	1	-4	[4]	55	32.0
60	6.72045	6.86697	D5	64	80	0	2	[1]	74	43.0
61	6.87674	7.02326	C5	64	80	0	1	[2]	72	42.0
62	6.87674	7.17039	A3	64	80	1	-3	[3]	57	33.0
63	7.03303	7.17955	E5	64	80	0	3	[4]	76	44.0
64	7.18932	7.33584	D5	64	80	0	2	[3]	74	43.0
65	7.18932	7.48297	B3	64	80	1	-2	[2]	59	34.0
66	7.34561	7.49213	F5	64	80	0	4	[5]	77	45.0
67	7.5019	7.64842	E5	64	80	0	3	[4]	76	44.0
68	7.5019	7.79555	C4	64	80	1	-1	[1]	60	35.0
69	7.65819	7.80471	D5	64	80	0	2	[3]	74	43.0
70	7.81447	7.961	C5	64	80	0	1	[2]	72	42.0
71	7.81447	8.10813	E3	64	80	1	-4	[4]	52	30.0
72	7.97076	8.11729	B4	64	80	0	2	[1]	71	41.0
73	8.12705	8.27358	A4	64	80	0	1	[2]	69	40.0
74	8.12705	8.42071	F#3	64	80	1	-3	[3]	54	31.5
75	8.28334	8.42986	C5	64	80	0	3	[4]	72	42.0
76	8.43963	8.58615	B4	64	80	0	2	[3]	71	41.0
77	8.43963	8.73329	G3	64	80	1	-2	[2]	55	32.0
78	8.59592	8.74244	D5	64	80	0	4	[5]	74	43.0
79	8.75221	8.89873	C5	64	80	0	3	[4]	72	42.0
80	8.75221	9.04587	A3	64	80	1	-1	[1]	57	33.0
81	8.9085	9.05502	B4	64	80	0	2	[3]	71	41.0
82	9.06479	9.21131	A4	64	80	0	1	[2]	69	40.0
83	9.06479	9.35844	B3	64	80	1	-2	[2]	59	34.0
84	9.22108	9.3676	G4	64	80	0	3	[1]	67	39.0
85	9.37737	9.52389	F#4	64	80	0	2	[2]	66	38.5
86	9.37737	10.149	C4	64	80	1	-1	[1]	60	35.0
87	9.53366	9.68018	A4	64	80	0	4	[4]	69	40.0
88	9.68995	9.83647	G4	64	80	0	3	[3]	67	39.0
89	9.84624	9.99276	B4	64	80	0	5	[5]	71	41.0
90	10.0025	10.2962	A4	64	80	0	4	[4]	69	40.0
91	10.1588	10.3053	D3	64	80	1	-4	[5]	50	29.0
92	10.3151	10.6088	D4	64	80	0	1	[1]	62	36.0
93	10.3151	10.4616	E3	64	80	1	-3	[4]	52	30.0
94	10.4714	10.6179	F#3	64	80	1	-2	[3]	54	31.5
95	10.6277	10.7009	C5	64	80	0	3	[4]	72	42.0
96	10.6277	10.7742	G3	64	80	1	-1	[2]	55	32.0
97	10.7058	10.7791	B4	64	80	0	2	[3]	71	41.0
98	10.784	11.0776	C5	64	80	0	3	[4]	72	42.0
99	10.784	10.9305	E3	64	80	1	-3	[4]	52	30.0
100	10.9403	11.0868	F#3	64	80	1	-2	[3]	54	31.5
101	11.0966	11.2431	D5	64	80	0	5	[5]	74	43.0
102	11.0966	11.2431	D3	64	80	1	-4	[5]	50	29.0
103	11.2528	11.3994	B4	64	80	0	3	[3]	71	41.0
104	11.2528	11.5465	G3	64	80	1	-1	[1]	55	32.0
105	11.4091	11.5557	A4	64	80	0	2	[2]	69	40.0
106	11.5654	11.7119	G4	64	80	0	1	[1]	67	39.0
107	11.5654	11.8591	B2	64	80	1	-4	[4]	47	27.0
108	11.7217	11.8682	F#4	64	80	0	2	[2]	66	38.5
109	11.878	12.0245	E4	64	80	0	1	[1]	64	37.0
110	11.878	12.1717	C3	64	80	1	-3	[3]	48	28.0
111	12.0343	12.1808	G4	64	80	0	3	[3]	67	39.0
112	12.1906	12.3371	F#4	64	80	0	2	[2]	66	38.5
113	12.1906	12.4842	D3	64	80	1	-2	[2]	50	29.0
114	12.3469	12.4934	A4	64	80	0	4	[4]	69	40.0
115	12.5032	12.6497	G4	64	80	0	1	[1]	67	39.0
116	12.5032	12.7968	E3	64	80	1	-1	[1]	52	30.0
117	12.6594	12.806	B4	64	80	0	3	[3]	71	41.0
118	12.8157	12.9623	A4	64	80	0	2	[2]	69	40.0
